source,dataset,source_key,source_role,geo_level,municipality,province,period_year,period_month,crime_group,crime_type,measure,value,source_file
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,homicidio,Homicidios dolosos en grado de tentativa,cantidad_victimas_fem,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,homicidio,Homicidios dolosos en grado de tentativa,cantidad_victimas_masc,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,homicidio,Homicidios dolosos en grado de tentativa,cantidad_victimas_sd,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,hurto,Hurtos,cantidad_hechos,34,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,lesiones,Lesiones culposas en Accidentes Viales,cantidad_hechos,34,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,lesiones,Lesiones culposas en Accidentes Viales,cantidad_victimas,35,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,lesiones,Lesiones culposas en Accidentes Viales,cantidad_victimas_fem,7,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,lesiones,Lesiones culposas en Accidentes Viales,cantidad_victimas_masc,6,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,lesiones,Lesiones culposas en Accidentes Viales,cantidad_victimas_sd,22,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,lesiones,Lesiones culposas por otros hechos,cantidad_hechos,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,lesiones,Lesiones culposas por otros hechos,cantidad_victimas,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,lesiones,Lesiones culposas por otros hechos,cantidad_victimas_fem,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,lesiones,Lesiones culposas por otros hechos,cantidad_victimas_masc,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,lesiones,Lesiones culposas por otros hechos,cantidad_victimas_sd,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,lesiones,Lesiones dolosas,cantidad_hechos,18,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,lesiones,Lesiones dolosas,cantidad_victimas,18,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,lesiones,Lesiones dolosas,cantidad_victimas_fem,12,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,lesiones,Lesiones dolosas,cantidad_victimas_masc,6,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,lesiones,Lesiones dolosas,cantidad_victimas_sd,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,otros,Ley 23.737 (estupefacientes),cantidad_hechos,40,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,otros,Muertes en accidentes viales,cantidad_hechos,1,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,otros,Muertes en accidentes viales,cantidad_victimas,1,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,otros,Muertes en accidentes viales,cantidad_victimas_fem,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,otros,Muertes en accidentes viales,cantidad_victimas_masc,1,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,otros,Muertes en accidentes viales,cantidad_victimas_sd,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,integridad_sexual,Otros delitos contra la integridad sexual,cantidad_hechos,1,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,integridad_sexual,Otros delitos contra la integridad sexual,cantidad_victimas,1,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,integridad_sexual,Otros delitos contra la integridad sexual,cantidad_victimas_fem,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,integridad_sexual,Otros delitos contra la integridad sexual,cantidad_victimas_masc,1,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,integridad_sexual,Otros delitos contra la integridad sexual,cantidad_victimas_sd,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,otros,Otros delitos contra la libertad,cantidad_hechos,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,otros,Otros delitos contra la libertad,cantidad_victimas,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,otros,Otros delitos contra la libertad,cantidad_victimas_fem,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,otros,Otros delitos contra la libertad,cantidad_victimas_masc,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,otros,Otros delitos contra la libertad,cantidad_victimas_sd,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,otros,Otros delitos contra la propiedad,cantidad_hechos,22,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,otros,Otros delitos contra las personas,cantidad_hechos,3,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,otros,Otros delitos contra las personas,cantidad_victimas,6,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,otros,Otros delitos contra las personas,cantidad_victimas_fem,4,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,otros,Otros delitos contra las personas,cantidad_victimas_masc,2,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,otros,Otros delitos contra las personas,cantidad_victimas_sd,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,otros,Otros delitos previstos en leyes especiales,cantidad_hechos,28,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,lesiones,Robos (excluye los agravados por el resultado de lesiones y/o muertes),cantidad_hechos,56,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,lesiones,Robos agravados por el resultado de lesiones y/o muertes,cantidad_hechos,1,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,otros,Suicidios (consumados),cantidad_hechos,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,otros,Suicidios (consumados),cantidad_victimas,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,otros,Suicidios (consumados),cantidad_victimas_fem,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,otros,Suicidios (consumados),cantidad_victimas_masc,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,otros,Suicidios (consumados),cantidad_victimas_sd,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,hurto,Tentativas de hurto,cantidad_hechos,2,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,lesiones,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),cantidad_hechos,16,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,8,lesiones,Tentativas de robo agravado por el resultado de lesiones y/o muertes,cantidad_hechos,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,integridad_sexual,Abusos sexuales con acceso carnal (violaciones),cantidad_hechos,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,integridad_sexual,Abusos sexuales con acceso carnal (violaciones),cantidad_victimas,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,integridad_sexual,Abusos sexuales con acceso carnal (violaciones),cantidad_victimas_fem,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,integridad_sexual,Abusos sexuales con acceso carnal (violaciones),cantidad_victimas_masc,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,integridad_sexual,Abusos sexuales con acceso carnal (violaciones),cantidad_victimas_sd,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,amenazas,Amenazas,cantidad_hechos,58,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Contravenciones,cantidad_hechos,2,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Delitos contra el estado civil,cantidad_hechos,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Delitos contra el honor,cantidad_hechos,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Delitos contra el honor,cantidad_victimas,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Delitos contra el honor,cantidad_victimas_fem,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Delitos contra el honor,cantidad_victimas_masc,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Delitos contra el honor,cantidad_victimas_sd,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Delitos contra el orden público,cantidad_hechos,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Delitos contra la administración pública,cantidad_hechos,4,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Delitos contra la fe pública,cantidad_hechos,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Delitos contra la seguridad de la nación,cantidad_hechos,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Delitos contra la seguridad pública,cantidad_hechos,2,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Delitos contra los poderes públicos y el orden constitucional,cantidad_hechos,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,homicidio,Homicidios culposos por otros hechos,cantidad_hechos,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,homicidio,Homicidios culposos por otros hechos,cantidad_victimas,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,homicidio,Homicidios culposos por otros hechos,cantidad_victimas_fem,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,homicidio,Homicidios culposos por otros hechos,cantidad_victimas_masc,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,homicidio,Homicidios culposos por otros hechos,cantidad_victimas_sd,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,homicidio,Homicidios dolosos,cantidad_hechos,1,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,homicidio,Homicidios dolosos,cantidad_victimas,1,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,homicidio,Homicidios dolosos,cantidad_victimas_fem,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,homicidio,Homicidios dolosos,cantidad_victimas_masc,1,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,homicidio,Homicidios dolosos,cantidad_victimas_sd,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,homicidio,Homicidios dolosos en grado de tentativa,cantidad_hechos,2,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,homicidio,Homicidios dolosos en grado de tentativa,cantidad_victimas,2,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,homicidio,Homicidios dolosos en grado de tentativa,cantidad_victimas_fem,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,homicidio,Homicidios dolosos en grado de tentativa,cantidad_victimas_masc,2,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,homicidio,Homicidios dolosos en grado de tentativa,cantidad_victimas_sd,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,hurto,Hurtos,cantidad_hechos,45,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,lesiones,Lesiones culposas en Accidentes Viales,cantidad_hechos,43,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,lesiones,Lesiones culposas en Accidentes Viales,cantidad_victimas,43,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,lesiones,Lesiones culposas en Accidentes Viales,cantidad_victimas_fem,14,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,lesiones,Lesiones culposas en Accidentes Viales,cantidad_victimas_masc,7,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,lesiones,Lesiones culposas en Accidentes Viales,cantidad_victimas_sd,22,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,lesiones,Lesiones culposas por otros hechos,cantidad_hechos,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,lesiones,Lesiones culposas por otros hechos,cantidad_victimas,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,lesiones,Lesiones culposas por otros hechos,cantidad_victimas_fem,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,lesiones,Lesiones culposas por otros hechos,cantidad_victimas_masc,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,lesiones,Lesiones culposas por otros hechos,cantidad_victimas_sd,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,lesiones,Lesiones dolosas,cantidad_hechos,31,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,lesiones,Lesiones dolosas,cantidad_victimas,32,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,lesiones,Lesiones dolosas,cantidad_victimas_fem,26,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,lesiones,Lesiones dolosas,cantidad_victimas_masc,6,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,lesiones,Lesiones dolosas,cantidad_victimas_sd,0,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
SNIC departamentos mensual por sexo,SNIC departamentos mensual por sexo,snic_departamentos_mensual,canonical_general,municipio,Hurlingham,Buenos Aires,2006,9,otros,Ley 23.737 (estupefacientes),cantidad_hechos,17,data\raw\crime\snic-departamentos-mes-sexo_csv.zip
